"","word","freq","length_word"
"10884","石斑木禿殼煤菌",1,7
"10885","石斑木屬",1,4
"10886","石斑虹彩病毒",2,6
"10887","石斑神經壞死病毒",2,8
"10888","石斑魚屬",1,4
"10889","石筆虎尾蘭",1,5
"10890","石筆海膽",1,4
"10891","石筆海膽屬",1,5
"10892","石絲藻目",1,4
"10893","石絲藻科",1,4
"10894","石絲藻屬",1,4
"10895","石菖蒲",6,3
"10896","石塚氏橙燈蛾",2,6
"10897","石楠",7,2
"10898","石楠生蠕絲殼煤菌",1,8
"10899","石楠蚜",1,3
"10900","石楠銹孢銹菌",1,6
"10901","石楠屬",1,3
"10902","石碇佛甲草",1,5
"10903","石碇和螢金花蟲",1,7
"10904","石葉藻屬",1,4
"10905","石葦",2,2
"10906","石葦屬",1,3
"10907","石蛾科",1,3
"10908","石蜈蚣目",1,4
"10909","石蜈蚣科",1,4
"10910","石蜈蚣屬",1,4
"10911","石蜊屬",1,3
"10912","石榴",1,2
"10913","石榴海花介",1,5
"10914","石榴假尾孢菌",2,6
"10915","石榴螺科",1,4
"10916","石榴螺屬",1,4
"10917","石榴屬",1,3
"10918","石管星蟲屬",1,5
"10919","石膏狀小孢黴",1,6
"10920","石舞蛾",1,3
"10921","石舞蛾屬",1,4
"10922","石蒜科",1,3
"10923","石蒜微斑紋病毒",1,7
"10924","石蒜綿粉介殼蟲",1,7
"10925","石蒜屬",1,3
"10926","石蜑螺",2,3
"10927","石蜑螺屬",1,4
"10928","石蓮",1,2
"10929","石蓮屬",1,3
"10930","石蓯蓉",3,3
"10931","石蓯蓉屬",1,4
"10932","石蓴",1,2
"10933","石蓴目",1,3
"10934","石蓴科",1,3
"10935","石蓴綱",1,3
"10936","石蓴屬",1,3
"10937","石壁范氏鰕虎",2,6
"10938","石橋彎貝介",1,5
"10939","石蕊",3,2
"10940","石蕊科",1,3
"10941","石蕊屬",2,3
"10942","石龍子科",1,4
"10943","石龍子屬",1,4
"10944","石龍尾",4,3
"10945","石龍尾屬",1,4
"10946","石龍芮",1,3
"10947","石龍真恙蟎",1,5
"10948","石龍芻",7,3
"10949","石龍芻小腐黴",1,6
"10950","石龍芻盤多毛孢黴",1,8
"10951","石龍芻屬",1,4
"10952","石龜屬",1,3
"10953","石磺",1,2
"10954","石磺科",1,3
"10955","石磺屬",1,3
"10956","石薯絨孢黴",1,5
"10957","石薯屬",1,3
"10958","石隱南匙指蝦",1,6
"10959","石薺寧屬",1,4
"10960","石薺薴",4,3
"10961","石櫟毛管蚜",1,5
"10962","石櫟生日規殼",1,6
"10963","石櫟生亞日規殼",1,7
"10964","石櫟生蠕絲殼煤菌",1,8
"10965","石櫟索天蛾",3,5
"10966","石櫟棒粉蝨",1,5
"10967","石櫟黑煤菌",1,5
"10968","石櫟奧斯瓦腔菌",1,7
"10969","石櫟蔣氏節蜱",1,6
"10970","石櫟蝨蚜",1,4
"10971","石櫟鍊介殼蟲",1,6
"10972","石櫟屬",1,3
"10973","石蟹守螺",1,4
"10974","石蟹科",1,3
"10975","石蟹屬",1,3
"10976","石蟾蜍",1,3
"10977","石蠅科",1,3
"10978","石鯛科",1,3
"10979","石鯛屬",1,3
"10980","石藻屬",1,3
"10981","石䳭屬",1,3
"10982","石鱉目",1,3
"10983","石鱉科",1,3
"10984","石鱸科",1,3
"10985","禾本目",1,3
"10986","禾本科",2,3
"10987","禾本科布氏白粉菌",3,8
"10988","禾本科炭疽刺盤孢菌",3,9
"10989","禾生指梗黴",4,5
"10990","禾生黑痣菌",1,5
"10991","禾生腐黴",1,4
"10992","禾弄蝶",9,3
"10993","禾弄蝶屬",1,4
"10994","禾盾介殼蟲屬",1,6
"10995","禾根綿蚜",2,4
"10996","禾根腐黴",1,4
"10997","禾根雙刺綿介殼蟲",2,8
"10998","禾粉介殼蟲屬",1,6
"10999","禾粉蚜",2,3
"11000","禾粉蝨屬",1,4
"11001","禾草芋蘭",8,4
"11002","禾草粉蝨",1,4
"11003","禾草絨泡黏菌",1,6
"11004","禾草潛蠅",1,4
"11005","禾斑蛾屬",1,4
"11006","禾稈亮毛蕨",12,5
"11007","禾稈鐮孢菌",1,5
"11008","禾紫蚜",3,3
"11009","禾蛛緣椿象",2,5
"11010","禾圓盾介殼蟲屬",1,7
"11011","禾葉大戟",3,4
"11012","禾葉挖耳草",4,5
"11013","禾葉條銹菌",3,5
"11014","禾葉燈心草",14,5
"11015","禾葉蕨亞科",1,5
"11016","禾葉蘭屬",1,4
"11017","禾葉露兜樹",1,5
"11018","禾穀鐮孢菌",1,5
"11019","禾鐮孢菌",1,4
"11020","穴子蕨",3,3
"11021","穴子蕨屬",1,4
"11022","穴尖毛盤菌",1,5
"11023","穴孢禾葉蕨",2,5
"11024","穴狀大孢孔菌",2,6
"11025","穴粉蝨屬",1,4
"11026","穴鳥",1,2
"11027","穴殼科",1,3
"11028","穴螽科",1,3
"11029","穴螽屬",1,3
"11030","穴癭叉木蝨",1,5
"11031","立山花花介",1,5
"11032","立方棒螺",1,4
"11033","立方菲螺",1,4
"11034","立氏絲皮菌",1,5
"11035","立性酢漿草",1,5
"11036","立枯絲核菌",1,5
"11037","立翅旗魚",4,4
"11038","立翅旗魚屬",1,5
"11039","立蛤屬",1,3
"11040","立碗苔",2,3
"11041","立碗苔屬",1,4
"11042","立葉蔓綠絨",3,5
"11043","立旗鯛屬",1,4
"11044","立膜苔",8,3
"11045","立膜苔屬",1,4
"11046","立燈苔屬",1,4
"11047","立擬小瓢蟲",1,5
"11048","立鶴花",2,3
"11049","立鷹大蚜",1,4
"11050","立鷹毛管蚜",1,5
"11051","立鷹花天牛",1,5
"11052","立鷹扁蚜",2,4
"11053","丟鷸虻屬",1,4
"11054","交力坪果蠅",1,5
"11055","交力坪鐵色",8,5
"11056","交叉笛鯛",2,4
"11057","交脈蚜屬",1,4
"11058","交趾衛矛",1,4
"11059","交替扁粒螺",1,5
"11060","交嘴雀屬",1,4
"11061","交織松藻",1,4
"11062","交織腔囊藻",2,5
"11063","交織菌屬",1,4
"11064","交織顯絲菌",1,5
"11065","交雜盤管蟲",1,5
"11066","亥氏草",3,3
"11067","亥氏草短蠕孢菌",1,7
"11068","亥氏草屬",1,4
"11069","亥齒舟蛾屬",1,5
"11070","亥鬚裳蛾屬",1,5
"11071","仰口鰏",2,3
"11072","仰口鰏屬",1,4
"11073","仰臥桿水蔥",1,5
"11074","仰臥漆姑草",2,5
"11075","仰臥爵床柄銹菌",1,7
"11076","仰葉苔",3,3
"11077","仰葉細濕苔",2,5
"11078","仰葉擬細濕苔",2,6
"11079","仰蝽科",1,3
"11080","仰蝽屬",1,3
"11081","仲尼窄胸家蟻",1,6
"11082","仲尼痕胸家蟻",1,6
"11083","仲尼細顎針蟻",1,6
"11084","仲原氏七夕魚",3,6
"11085","仲夏合爪蟎",1,5
"11086","仲夏蜻蜓",1,4
"11087","任氏樹蝽",1,4
"11088","仿石蟹屬",1,4
"11089","仿奼刺蛾",2,4
"11090","仿刺鎧蝦屬",1,5
"11091","仿金星尺蛾",1,5
"11092","仿門寄居蟹屬",1,6
"11093","仿相手蟹屬",1,5
"11094","仿馬孔苔蟲科",1,6
"11095","仿馬孔苔蟲屬",1,6
"11096","仿匙蝦屬",1,4
"11097","仿深寄居蟹屬",1,6
"11098","仿球海螂屬",1,5
"11099","仿蛙蟹屬",1,4
"11100","仿貽貝屬",1,4
"11101","仿微腳蠅屬",1,5
"11102","仿對蝦屬",1,4
"11103","仿態短翅菊虎",1,6
"11104","仿管鬚蟹屬",1,5
"11105","仿銀杏蟹",1,4
"11106","仿銀杏蟹屬",1,5
"11107","仿蝦蛄科",1,4
"11108","仿縊蟶屬",1,4
"11109","仿櫛蛇尾",1,4
"11110","仿鯨魚科",1,4
"11111","仿櫻蛤",1,3
"11112","仿櫻蛤屬",1,4
"11113","仿權位蟹屬",1,5
"11114","企鵝角駝蝶螺",1,6
"11115","企鵝鶯蛤",1,4
"11116","伊凡氏葉蟎",2,5
"11117","伊凡斯氏炭豆菌",1,7
"11118","伊氏家蠅",1,4
"11119","伊氏蛛屬",1,4
"11120","伊氏暗弧蛤",1,5
"11121","伊氏鰕虎屬",1,5
"11122","伊加拉九刺鮨",1,6
"11123","伊立基藤生黑煤菌",1,8
"11124","伊立基藤屬",1,5
"11125","伊立基藤囊孢殼菌",1,8
"11126","伊利土耳其螺",2,6
"11127","伊豆高黍蝸牛",2,6
"11128","伊豆鮋",1,3
"11129","伊貝鹿蛾",6,4
"11130","伊東多彩海蛞蝓",1,7
"11131","伊果眉眼蝶",1,5
"11132","伊波打女貞",1,5
"11133","伊津狐鯛",1,4
"11134","伊津美尾䲗",2,5
"11135","伊島管孔珊瑚",1,6
"11136","伊島劍泳蟹",1,5
"11137","伊師折顎蟹",1,5
"11138","伊格蟲科",1,4
"11139","伊神蟹屬",1,4
"11140","伊細花螢屬",1,5
"11141","伊莉莎白多彩海麒麟",1,9
"11142","伊莎貝蛋糕簾蛤",1,7
"11143","伊斯氏光管潮蟲",2,7
"11144","伊菌屬",1,3
"11145","伊賀毛螢金花蟲",1,7
"11146","伊賀姬鋸天牛",1,6
"11147","伊樂曲張孢黴",1,6
"11148","伊蝽屬",1,3
"11149","伊澤山龍膽",1,5
"11150","伊豫弘虻",1,4
"11151","伊錐同椿象",1,5
"11152","伊藤氏毛腳虎天牛",1,8
"11153","伊藤氏刺角虎天牛",1,8
"11154","伊藤氏觀音座蓮",3,7
"11155","伊藤杜鵑蚜",1,5
"11156","伊藤青銅金龜",1,6
"11157","伊藤柵銹菌",1,5
"11158","伊藤盾角針蟻",1,6
"11159","伊藤單胞銹菌",1,6
"11160","伊藤擬線型球蕈甲",1,8
"11161","伊藤囊孢锈菌",1,6
"11162","伊蘇蒼白牙蟲",1,6
"11163","伍子胥天星介",1,6
"11164","伍氏平蝦蛄",3,5
"11165","伍氏同鬚石蛾",1,6
"11166","伍氏長吻鰩",1,5
"11167","伍氏軟棘唇魚",2,6
"11168","伍氏鹿角珊瑚",1,6
"11169","伍氏奧螻姑蝦",1,6
"11170","伏毛山豆根",2,5
"11171","伏毛天芹菜",1,5
"11172","伏毛細牙蟲",1,5
"11173","伏毛蛇孢腔菌",2,6
"11174","伏氏井字藻",2,5
"11175","伏氏眶棘鱸",3,5
"11176","伏氏菌屬",1,4
"11177","伏氏鳳梨屬",1,5
"11178","伏氏鋩灰蝶",1,5
"11179","伏牛花",2,3
"11180","伏牛花皮粉蝨",1,6
"11181","伏牛花屬",1,4
"11182","伏牛戳花介",1,5
"11183","伏生大戟",10,4
"11184","伏生風輪菜",3,5
"11185","伏生香檬菊",5,5
"11186","伏生野黍",1,4
"11187","伏石蕨",12,3
"11188","伏石蕨屬",1,4
"11189","伏莖紫菫",6,4
"11190","伏燦球赤殼菌",3,6
"11191","伏繞眼果蠅屬",1,6
"11192","伐謀角殼灰介",1,6
"11193","休氏木麻黃",1,5
"11194","休氏肉杯菌",1,5
"11195","休氏豆龍蝨",1,5
"11196","休氏聲蟹",1,4
"11197","休氏蠻戎",1,4
"11198","休白雙胞銹菌屬",1,7
"11199","休斯內串生孢菌",1,7
"11200","伙伴長足虻",1,5
"11201","兇年假白烏介",1,6
"11202","兇猛肩鰓鳚",2,5
"11203","兇薊馬屬",1,4
"11204","先氏仿刺鎧蝦",1,6
"11205","先島蚋",1,3
"11206","先島匏胸擬迴木蟲",1,8
"11207","先島錘角葉蚤",1,6
"11208","先島隧蜂",1,4
"11209","先島艷擬步行蟲",1,7
"11210","光巾草",2,3
"11211","光巾草屬",1,4
"11212","光天螺",1,3
"11213","光尺蛾屬",1,4
"11214","光手酋婦蟹",2,5
"11215","光毛蟹屬",1,4
"11216","光水母屬",1,4
"11217","光水蚤科",1,4
"11218","光水蚤屬",1,4
"11219","光爪等距姬蜂",1,6
"11220","光巨口魚屬",1,5
"11221","光皮絨泡黏菌",1,6
"11222","光皮囊齒菌",2,5
"11223","光曲鼬魚",1,4
"11224","光吻黃魴鮄",2,5
"11225","光尾海龍屬",1,5
"11226","光束介屬",1,4
"11227","光沙蜉金龜屬",1,6
"11228","光禿松蘿",1,4
"11229","光芒豆蟶",2,4
"11230","光芒抱蛤",2,4
"11231","光芒海扇蛤",1,5
"11232","光芒海扇蛤科 ",1,6
"11233","光孢絨泡黏菌",1,6
"11234","光孢項圈黏菌",2,6
"11235","光孢髮網黏菌",2,6
"11236","光孢髮網黏菌亞小變種",1,10
"11237","光明菲螺",1,4
"11238","光果南蛇藤",10,5
"11239","光果珍珠茅",1,5
"11240","光果黃細心",2,5
"11241","光果葉下珠",1,5
"11242","光果龍葵",36,4
"11243","光果翼核木",2,5
"11244","光果黏菌",6,4
"11245","光果蘇鐵",1,4
"11246","光肺衣",1,3
"11247","光亮小櫻蛤",1,5
"11248","光亮杓蛤",1,4
"11249","光亮扁腳蠅屬",1,6
"11250","光亮柱狀分歧孢菌",1,8
"11251","光亮紅櫻蛤",1,5
"11252","光亮容氏菌",2,5
"11253","光亮扇形珊瑚",1,6
"11254","光亮胸隔藻",2,5
"11255","光亮圓篩藻",1,5
"11256","光亮截扇珊瑚",1,6
"11257","光冠水菊",5,4
"11258","光冠水菊屬",1,5
"11259","光南薄皮苔",3,5
"11260","光柄絨蓋牛肝菌",1,7
"11261","光柄菇科",1,4
"11262","光柄菇屬",1,4
"11263","光炬裳蛾",1,4
"11264","光盾齒腿姬蜂",1,6
"11265","光紅蝽屬",1,4
"11266","光背刺姬蜂",1,5
"11267","光背奇蝽屬",1,5
"11268","光背姬蜂屬",1,5
"11269","光背蝨蚜",1,4
"11270","光背蟹屬",1,4
"11271","光面介科",1,4
"11272","光面介屬",1,4
"11273","光風輪",2,3
"11274","光唇鯊屬",1,4
"11275","光姬蝽屬",1,4
"11276","光翅脊唇蠟蟬",1,6
"11277","光翅溢胸隱翅蟲",1,7
"11278","光翅癭蜂科",1,5
"11279","光胸恩蚜小蜂",1,6
"11280","光胸鰏屬",1,4
"11281","光茸菌科",1,4
"11282","光高粱",2,3
"11283","光假殼",7,3
"11284","光彩亮大蚊",1,5
"11285","光彩溜蠅",1,4
"11286","光旋心蛤屬",1,5
"11287","光桿輪傘莎草",3,6
"11288","光梗闊苞菊",1,5
"11289","光球蟲屬",1,4
"11290","光眼魷科",1,4
"11291","光莖飛蓬",2,4
"11292","光莠竹",4,3
"11293","光掌硬指寄居蟹",1,7
"11294","光掌滑面蟹",3,5
"11295","光棘冠海膽",1,5
"11296","光殼蛤屬",1,4
"11297","光殼鼓蝦",1,4
"11298","光短額鮃",1,4
"11299","光硬皮馬勃",2,5
"11300","光絲黏菌",1,4
"11301","光華鳥尾蛤",1,5
"11302","光華渦螺",1,4
"11303","光蛤蜊屬",1,4
"11304","光軸腫足蕨",1,5
"11305","光集孢糞盤菌",3,6
"11306","光溝細蜂",1,4
"11307","光滑五螯蝦",1,5
"11308","光滑手綏蟎",1,5
"11309","光滑卡綿蚜",1,5
"11310","光滑四方節蜱",1,6
"11311","光滑光背蟹",1,5
"11312","光滑赤旋螺",1,5
"11313","光滑刺殼腔菌",1,6
"11314","光滑念珠菌",1,5
"11315","光滑直彎節蜱",1,6
"11316","光滑花海星",1,5
"11317","光滑花瓣蟹",2,5
"11318","光滑表方蟹",1,5
"11319","光滑長腳家蟻",1,6
"11320","光滑指形軟珊瑚",1,7
"11321","光滑炭角菌",1,5
"11322","光滑革囊星蟲",3,6
"11323","光滑倍棘蛇尾",1,6
"11324","光滑骨皮菌",1,5
"11325","光滑寄蠅",1,4
"11326","光滑瓷蟹屬",1,5
"11327","光滑野蛞蝓",1,5
"11328","光滑粟螺",1,4
"11329","光滑象牙貝科",1,6
"11330","光滑象牙貝屬",1,6
"11331","光滑超齒擬瘦姬蜂",1,8
"11332","光滑隆背蟹",2,5
"11333","光滑新脹蟹",3,5
"11334","光滑鼓藻",3,4
"11335","光滑寡孢根黴",1,6
"11336","光滑管琉璃蟻",1,6
"11337","光滑綠蟹",1,4
"11338","光滑環銹傘",2,5
"11339","光滑鮮蕊藤",1,5
"11340","光滑織紋螺",1,5
"11341","光滑雙刃骨螺",1,6
"11342","光滑蠑螺",1,4
"11343","光腭鱸屬",1,4
"11344","光萼蘚目",1,4
"11345","光萼蘚科",1,4
"11346","光萼蘚屬",1,4
"11347","光葉凸軸蕨",9,5
"11348","光葉合歡",1,4
"11349","光葉柃木",2,4
"11350","光葉魚藤",5,4
"11351","光葉魚藤外腔菌",1,7
"11352","光葉魚藤裂盾菌",1,7
"11353","光葉粟米草",4,5
"11354","光葉葡萄",5,4
"11355","光葉鴨舌癀舅",20,6
"11356","光葉鱗蓋蕨",7,5
"11357","光葉鱗蓋蕨 × 毛囊鱗蓋蕨",1,10
"11358","光鼓蝦",1,3
"11359","光榮芋螺",1,4
"11360","光管舌尾蚜",1,5
"11361","光蓋牛肝菌",1,5
"11362","光蜥屬",1,3
"11363","光裸方格星蟲",4,6
"11364","光銀灰夜蛾",3,5
"11365","光領土椿象",1,5
"11366","光魟",2,2
"11367","光潔圓頂蟹",1,5
"11368","光潔擬梯形蟹",2,6
"11369","光潤金線蛭",1,5
"11370","光蝦蛄屬",1,4
"11371","光褐菊蚜",2,4
"11372","光輝仙人球",1,5
"11373","光輝突顎蟹",2,5
"11374","光輝倍棘蛇尾",1,6
"11375","光輝針杆藻",2,5
"11376","光輝圓扇蟹",4,5
"11377","光輝瘤蟹",1,4
"11378","光輝澳大蚊",1,5
"11379","光輝螢斑蛾",1,5
"11380","光輝鏡蟹",1,4
"11381","光輝鐘螺",1,4
"11382","光輪層炭殼菌",3,6
"11383","光澤方胸龍蝨",1,6
"11384","光澤布紋螺",1,5
"11385","光澤羽枝青苔",2,6
"11386","光澤長節牙蟲",1,6
"11387","光澤阿牙蟲",1,5
"11388","光澤捲管螺",1,5
"11389","光澤笠蝸牛",2,5
"11390","光澤椒蝸牛",1,5
"11391","光澤臺灣煙管蝸牛",1,8
"11392","光澤遠環蚓",1,5
"11393","光澤蝸牛屬",1,5
"11394","光澤頭滑果蠅",1,6
"11395","光澤艷細蠅",1,5
"11396","光澤鼈甲蝸牛",2,6
"11397","光蕈隱翅蟲",1,5
"11398","光貓兒菊",29,4
"11399","光蹄蓋蕨",3,4
"11400","光環芋螺",1,4
"11401","光糞裸盤菌",1,5
"11402","光糞盤菌",1,4
"11403","光臀脊小唇泥蜂",1,7
"11404","光隱螺屬",1,4
"11405","光點小火蟻",1,5
"11406","光獵蝽屬",1,4
"11407","光額稈蠅",2,4
"11408","光額滑鎧蝦",3,5
"11409","光耀稈蠅",1,4
"11410","光耀藤",3,3
"11411","光鰓雀鯛屬",1,5
"11412","光鐮花蝽",1,4
"11413","光囊紫柄蕨",5,5
"11414","光鱗魚屬",1,4
"11415","全叉三宅蝦蛄",2,6
"11416","全大蚊屬",2,4
"11417","全毛根蟎",1,4
"11418","全爪蟎屬",1,4
"11419","全長盾蜉金龜",1,6
"11420","全唇皿柱蘭",4,5
"11421","全唇皿柱蘭",1,5
"11422","全唇早田蘭",2,5
"11423","全唇指柱蘭",7,5
"11424","全唇線柱蘭",1,5
"11425","全唇蘭屬",1,4
"11426","全紋鸚天竺鯛",2,6
"11427","全脊隱翅蟲",1,5
"11428","全絲頭蠅",1,4
"11429","全黃膠大蚊",1,5
"11430","全黑烏鳚",2,4
"11431","全暗黑翅蕈蚋",1,6
"11432","全椿象",1,3
"11433","全溝血蜱",1,4
"11434","全節鬚蠓",1,4
"11435","全腹廣口蠅",1,5
"11436","全萼蘚科",1,4
"11437","全萼蘚屬",1,4
"11438","全裸鸚鯛屬",1,5
"11439","全緣比賴苔",1,5
"11440","全緣毛綿苔",1,5
"11441","全緣卷柏",7,4
"11442","全緣括樓",5,4
"11443","全緣疣鱗蘚",1,5
"11444","全緣缺角天蛾",3,6
"11445","全緣異萼蘚",1,5
"11446","全緣貫眾蕨",8,5
"11447","全緣琴葉榕",1,5
"11448","全緣葉冬青",4,5
"11449","全緣鳳了蕨",10,5
"11450","全緣隱蜘藻",1,5
"11451","全齒紅蝦",1,4
"11452","全雕目",1,3
"11453","共生仿岩蝦",1,5
"11454","共基銹菌科",1,5
"11455","共球藻目",1,4
"11456","共球藻科",1,4
"11457","共球藻綱",1,4
"11458","共棲赤蝦",1,4
"11459","共頭黴科",1,4
"11460","共頭黴屬",1,4
"11461","冰冷肝刺蝦",1,5
"11462","冰河舟形藻",2,5
"11463","冰河星杆藻",1,5
"11464","冰花屬",1,3
"11465","冰柱螺",1,3
"11466","冰柱螺科",1,4
"11467","冰柱螺屬",1,4
"11468","冰島直鏈藻",1,5
"11469","冰島罌粟",1,4
"11470","冰海綿輪蟲",1,5
"11471","冰彫麂眼螺",1,5
"11472","划蝽科",1,3
"11473","划蝽屬",1,3
"11474","列孔珊瑚屬",1,5
"11475","列巴幽蘭介",1,5
"11476","列比菱形藻",1,5
"11477","列氏深哲水蚤",1,6
"11478","列片蘚",1,3
"11479","列弄蝶屬",1,4
"11480","列枝軸孔珊瑚",1,6
"11481","列胞耳葉蘚",1,5
"11482","列胞疣鱗蘚",1,5
"11483","列胞苔蟲科",1,5
"11484","列胞苔蟲屬",1,5
"11485","列恙蟎科",1,4
"11486","列偉胞蛛",1,4
"11487","列許門氏青黴",1,6
"11488","列斑褐金龜",1,5
"11489","列當",11,2
"11490","列當科",1,3
"11491","列當屬",1,3
"11492","列蛾科",1,3
"11493","列齒蛇鰻",1,4
"11494","列齒蛇鰻屬",1,5
"11495","劣柱蝦科",1,4
"11496","劣柱蝦屬",1,4
"11497","匈牙利菱形藻",1,6
"11498","印三叉蚜繭蜂",1,6
"11499","印太水孔蛸",2,5
"11500","印太平洋馬場海牛",1,8
"11501","印太星衫魚",1,5
"11502","印太瓶鼻海豚",2,6
"11503","印太喙鯨屬",1,5
"11504","印支霜天蛾",1,5
"11505","印毛節蜱屬",1,5
"11506","印氏管葉蘚",1,5
"11507","印加孔雀草",7,5
"11508","印尼玫瑰鯒",1,5
"11509","印尼青黴",1,4
"11510","印尼珍珠茅",3,5
"11511","印尼砂蛤",1,4
"11512","印尼突額蠅",1,5
"11513","印尼庫蠓",1,4
"11514","印尼寄蠅",1,4
"11515","印尼捲管螺",3,5
"11516","印尼聖天竺鯛",1,6
"11517","印尼腹囊海龍",3,6
"11518","印尼輪盾介殼蟲",3,7
"11519","印尼擬折額蟹",1,6
"11520","印尼臂蠅",4,4
"11521","印亥鬚裳蛾",2,5
"11522","印地安雙珠螺",1,6
"11523","印西頭鰓蟲",1,5
"11524","印角蟬屬",1,4
"11525","印東肉蠅",1,4
"11526","印度刁蠻蟹",1,5
"11527","印度叉尾天牛",2,6
"11528","印度大田鱉",1,5
"11529","印度大附蠅",1,5
"11530","印度大蚊",1,4
"11531","印度大頭家蟻",1,6
"11532","印度小月柳珊瑚",1,7
"11533","印度小壺苔",3,5
"11534","印度山蘭",2,4
"11535","印度方格星虫",1,6
"11536","印度毛黴",1,4
"11537","印度火筒樹",1,5
"11538","印度牛尾魚",2,5
"11539","印度牛膝",2,4
"11540","印度犬果蝠",1,5
"11541","印度仙丹花",1,5
"11542","印度巨尾魚",2,5
"11543","印度田菁",8,4
"11544","印度白天牛",1,5
"11545","印度禾粉介殼蟲",2,7
"11546","印度仰口鰏",2,5
"11547","印度光纓蟲",1,5
"11548","印度同株蟲囊菌",1,7
"11549","印度池大蚊",1,5
"11550","印度池鷺",1,4
"11551","印度灰翼海牛",1,6
"11552","印度羽藻",1,4
"11553","印度扭鞘藻",1,5
"11554","印度束葚孢黴",1,6
"11555","印度沉香",1,4
"11556","印度見血飛",1,5
"11557","印度刺蠅",3,4
"11558","印度明對蝦",2,5
"11559","印度果蠅",1,4
"11560","印度泥大蚊",1,5
"11561","印度盲蛇屬",1,5
"11562","印度金鈕釦",9,5
"11563","印度長小蠹",1,5
"11564","印度長足虻",1,5
"11565","印度長泥蟲",1,5
"11566","印度阿萊鼓蝦",1,6
"11567","印度冠鮟鱇",2,5
"11568","印度扁蜷",1,4
"11569","印度星衫魚",1,5
"11570","印度星龜",3,4
"11571","印度柏木",1,4
"11572","印度洋同心蛤",2,6
"11573","印度洋奇鮟鱇",1,6
"11574","印度洋明燈魚",1,6
"11575","印度洋法螺",1,5
"11576","印度洋海扇蛤",1,6
"11577","印度洋棗螺",1,5
"11578","印度洋黑香螺",1,6
"11579","印度洋榮光芋螺",2,7
"11580","印度炭疽刺盤孢菌",1,8
"11581","印度秋海棠",1,5
"11582","印度紅蝦",1,4
"11583","印度苦櫧",8,4
"11584","印度茄",15,3
"11585","印度虻",1,3
"11586","印度食孢薊馬",1,6
"11587","印度食蟎薊馬",1,6
"11588","印度姬擬榖盜",1,6
"11589","印度捕魚木",1,5
"11590","印度海神蟹",1,5
"11591","印度海緋鯉",2,5
"11592","印度烏面馬",1,5
"11593","印度真刺水蚤",2,6
"11594","印度真胖水蚤",1,6
"11595","印度粉皮菌",1,5
"11596","印度粉蝨",2,4
"11597","印度粉蝨屬",1,5
"11598","印度茨藻",11,4
"11599","印度草木樨",10,5
"11600","印度蚊蚋",1,4
"11601","印度蚜蠅",3,4
"11602","印度側帶小公魚",7,7
"11603","印度唸珠樹",1,5
"11604","印度寄蠅",2,4
"11605","印度康夜蛾",2,5
"11606","印度捲管螺",1,5
"11607","印度梨形孢菌",1,6
"11608","印度猛蝦蛄",1,5
"11609","印度異孢菌",1,5
"11610","印度異齒喉盤魚",2,7
"11611","印度異額瓷蟹",1,6
"11612","印度粒毛盤菌",1,6
"11613","印度粗糠樹",1,5
"11614","印度莕菜",2,4
"11615","印度蛇木",1,4
"11616","印度頂帶葉蟬",1,6
"11617","印度棗",2,3
"11618","印度棘赤刀魚",2,6
"11619","印度棘茄魚",1,5
"11620","印度殘齒苔",4,5
"11621","印度無齒鯧",2,5
"11622","印度稈蠅",1,4
"11623","印度紫檀",15,4
"11624","印度絲瓜苔",1,5
"11625","印度絲鰺",3,4
"11626","印度費氏藻",3,5
"11627","印度隆背蟹",1,5
"11628","印度隆哲水蚤",1,6
"11629","印度黃芩",2,4
"11630","印度黃檀",1,4
"11631","印度黃檀生葉點黴",2,8
"11632","印度黑星偽瓢蟲",1,7
"11633","印度塔樹",1,4
"11634","印度慌琉璃蟻",1,6
"11635","印度新曲厲蟎",1,6
"11636","印度新脹蟹",2,5
"11637","印度節節菜",3,5
"11638","印度腫寄居蟹",2,6
"11639","印度蜓蜥",2,4
"11640","印度雷須蟎",1,5
"11641","印度鼠蚤",1,4
"11642","印度實竹",10,4
"11643","印度熊蛛",1,4
"11644","印度碧果草",1,5
"11645","印度網苔",11,4
"11646","印度綴殼螺",1,5
"11647","印度翠蠅",1,4
"11648","印度穀蛾",2,4
"11649","印度蔓柳珊瑚",2,6
"11650","印度蝠蚤",2,4
"11651","印度蝠鱝",3,4
"11652","印度齒口魚",1,5
"11653","印度橡膠樹",1,5
"11654","印度蕎麥",2,4
"11655","印度錐稚蟲",1,5
"11656","印度頭珠黴",1,5
"11657","印度擬平緣隱翅蟲",1,8
"11658","印度擬哲水蚤",1,6
"11659","印度擬樹虻",1,5
"11660","印度擬蕨苔",2,5
"11661","印度翼蓑海蛞蝓",1,7
"11662","印度薔薇粉孢黴",1,7
"11663","印度鞭藤",7,4
"11664","印度羅旦梅",1,5
"11665","印度寶螺菊屬",1,6
"11666","印度蘑海膽",4,5
"11667","印度鐮齒魚",2,5
"11668","印度鐵莧",2,4
"11669","印度囊棒恙蟎",1,6
"11670","印度鬚鮟鱇",3,5
"11671","印度艷細蠅",4,5
"11672","印度鑿木蛤",1,5
"11673","印茄屬",1,3
"11674","印紋真寄居蟹",1,6
"11675","印痕仿相手蟹",1,6
"11676","印痕倍棘蛇尾",1,6
"11677","印痕細顎姬蜂",1,6
"11678","印痕新扇蟹",2,5
