"","word","freq","length_word"
"2000","台東鱗毛蕨",7,5
"2001","台南大油芒",6,5
"2002","台南方瓢蟲",2,5
"2003","台南毛西番蓮",2,6
"2004","台南水虻",1,4
"2005","台南回條蜂",1,5
"2006","台南肉蠅",2,4
"2007","台南見風紅",2,5
"2008","台南弧麗金龜",1,6
"2009","台南沼蠅",1,4
"2010","台南約蠓",1,4
"2011","台南琉璃異菊虎",1,7
"2012","台南偽赤翅螢",1,6
"2013","台南寄蠅",2,4
"2014","台南球蠓",1,4
"2015","台南通泉草",1,5
"2016","台南稈蠅",1,4
"2017","台南粟螺",1,4
"2018","台南紫斑蝶",1,5
"2019","台南圓迴木蟲",1,6
"2020","台南搖蚊",1,4
"2021","台南稗稈蠅",1,5
"2022","台南節房蟲",1,5
"2023","台南舞虻",1,4
"2024","台南廣口蠅",1,5
"2025","台南頭蠅",1,4
"2026","台南臂蠅",1,4
"2027","台南飄拂草",1,5
"2028","台南癭蚋",1,4
"2029","台南鬚蠓",1,4
"2030","台南鷸虻",1,4
"2031","台洒波紋蛾",3,5
"2032","台美竹盾介殼蟲",2,7
"2033","台脊鰓金龜",1,5
"2034","台草綠彩麗金龜",1,7
"2035","台細鯽",2,3
"2036","台雪苔蛾",1,4
"2037","台華歪白蟻",1,5
"2038","台圓波紋蛾",1,5
"2039","台溝彩麗金龜",1,6
"2040","台銀鮈",1,3
"2041","台閩苣苔",2,4
"2042","台褐弧麗金龜",1,6
"2043","台藍弧麗金龜",1,6
"2044","台鰍屬",1,3
"2045","台灣一文字小灰蝶",1,8
"2046","台灣一文字挵蝶",9,7
"2047","台灣一文字蝶",6,6
"2048","台灣一字小灰蝶",1,7
"2049","台灣一字挵蝶",9,6
"2050","台灣一字蝶",6,5
"2051","台灣一葉蘭",13,5
"2052","台灣九刺鮨",2,5
"2053","台灣二重孢菌",1,6
"2054","台灣二節象",1,5
"2055","台灣二節象鼻蟲",1,7
"2056","台灣二葉松",2,5
"2057","台灣二蘭銹菌",1,6
"2058","台灣人字果",1,5
"2059","台灣人面竹",9,5
"2060","台灣八角",1,4
"2061","台灣八角金盤",1,6
"2062","台灣八星虎甲蟲",1,7
"2063","台灣八哥",1,4
"2064","台灣三毛草",1,5
"2065","台灣三毛節蜱",1,6
"2066","台灣三尖杉",1,5
"2067","台灣三色瓢蟲",1,6
"2068","台灣三角楓",6,5
"2069","台灣三星棕夜蛾",2,7
"2070","台灣三胞菌",1,5
"2071","台灣三線小灰蝶",2,7
"2072","台灣三線蛺蝶",1,6
"2073","台灣三線蝶",4,5
"2074","台灣三顎四環蛭",1,7
"2075","台灣上戶蛛",1,5
"2076","台灣上鬚蘭",1,5
"2077","台灣下鱵",1,4
"2078","台灣下鱵魚",1,5
"2079","台灣凡尼蘭",1,5
"2080","台灣叉大蚊",1,5
"2081","台灣叉嚙蟲",2,5
"2082","台灣土白蟻",1,5
"2083","台灣土沉香",5,5
"2084","台灣土防己",1,5
"2085","台灣土茯苓",1,5
"2086","台灣土蜂",1,4
"2087","台灣土蠊",3,4
"2088","台灣土黨參",6,5
"2089","台灣土圞兒",1,5
"2090","台灣土圞兒尾孢菌",1,8
"2091","台灣大山蝸牛",1,6
"2092","台灣大天牛",1,5
"2093","台灣大白裙弄蝶",1,7
"2094","台灣大仰蝽",1,5
"2095","台灣大尖胸沫蟬",1,7
"2096","台灣大吸木甲",1,6
"2097","台灣大豆",1,4
"2098","台灣大果蠅",1,5
"2099","台灣大枝掛繡球",1,7
"2100","台灣大花介",1,5
"2101","台灣大花蚤",1,5
"2102","台灣大虎頭蜂",1,6
"2103","台灣大附蠅",1,5
"2104","台灣大青叩頭蟲",1,7
"2105","台灣大扁花金龜",1,7
"2106","台灣大粉吹金龜",1,7
"2107","台灣大蚊",1,4
"2108","台灣大蛇蚓",1,5
"2109","台灣大陰地蕨",2,6
"2110","台灣大麻哈魚",2,6
"2111","台灣大戟",3,4
"2112","台灣大葉越橘",2,6
"2113","台灣大綠天牛",1,6
"2114","台灣大腿小蜂",1,6
"2115","台灣大蝗",2,4
"2116","台灣大蝙蝠",1,5
"2117","台灣大褐弄蝶",2,6
"2118","台灣大褐沫蟬",1,6
"2119","台灣大褐挵蝶",2,6
"2120","台灣大褐黑金龜",1,7
"2121","台灣大蹄鼻蝠",2,6
"2122","台灣大頭家蟻",1,6
"2123","台灣大環挵蝶",1,6
"2124","台灣大蟋蟀",2,5
"2125","台灣大鍬形蟲",4,6
"2126","台灣大臍蝸牛",1,6
"2127","台灣大藍天牛",2,6
"2128","台灣大彎爪蟻蛉",1,7
"2129","台灣小一文字蝶",2,7
"2130","台灣小一字蝶",2,6
"2131","台灣小土蜂",1,5
"2132","台灣小小灰蝶",2,6
"2133","台灣小山黃蝶",1,6
"2134","台灣小天牛",1,5
"2135","台灣小孔蛸",1,5
"2136","台灣小爪蟎",1,5
"2137","台灣小四條蜂",1,6
"2138","台灣小灰蝶",4,5
"2139","台灣小肉擬蠍",1,6
"2140","台灣小車蝗",1,5
"2141","台灣小波紋蛇目蝶",2,8
"2142","台灣小波眼蝶",2,6
"2143","台灣小花口殼菌",1,7
"2144","台灣小金髮苔",1,6
"2145","台灣小型小灰蝶",2,7
"2146","台灣小星盾煤菌",1,7
"2147","台灣小翅鋸天牛",1,7
"2148","台灣小骨鰧",1,5
"2149","台灣小球孢盤菌",1,7
"2150","台灣小球腔菌",1,6
"2151","台灣小紫蛺蝶",5,6
"2152","台灣小菊虎",1,5
"2153","台灣小菱頭蛛",1,6
"2154","台灣小黃鼠狼",1,6
"2155","台灣小新綏蟎",1,6
"2156","台灣小葉澤苔",1,6
"2157","台灣小綠花金龜",1,7
"2158","台灣小線深海鼬魚",1,8
"2159","台灣小線深鳚",1,6
"2160","台灣小膜蓋蕨",21,6
"2161","台灣小蝶蘭",4,5
"2162","台灣小蕨苔",1,5
"2163","台灣小蹄鼻蝠",1,6
"2164","台灣小頭虻",1,5
"2165","台灣小頭蛇",4,5
"2166","台灣小頭擬步行蟲",1,8
"2167","台灣小檗",2,4
"2168","台灣小薄孔菌",2,6
"2169","台灣小雙齒菊虎",1,7
"2170","台灣小鯢",1,4
"2171","台灣小鼯鼠",3,5
"2172","台灣小鶯",4,4
"2173","台灣小蠼螋",1,5
"2174","台灣山毛櫸",2,5
"2175","台灣山白蘭",1,5
"2176","台灣山豆根",3,5
"2177","台灣山羌",1,4
"2178","台灣山芥菜",1,5
"2179","台灣山柳",2,4
"2180","台灣山苦藚",3,5
"2181","台灣山桂花",2,5
"2182","台灣山茶",3,4
"2183","台灣山馬薯",5,5
"2184","台灣山麻桿",4,5
"2185","台灣山椒魚",1,5
"2186","台灣山椒蝸牛",1,6
"2187","台灣山菊",1,4
"2188","台灣山酢漿草",2,6
"2189","台灣山黃蝶",2,5
"2190","台灣山黑扁豆",1,6
"2191","台灣山萵苣",3,5
"2192","台灣山蝸牛",1,5
"2193","台灣山薰香",1,5
"2194","台灣山薺",1,4
"2195","台灣山蟻",1,4
"2196","台灣山蘇花",8,5
"2197","台灣山鷓鴣",2,5
"2198","台灣弓石蛾",1,5
"2199","台灣弓蜓",2,4
"2200","台灣中華大蚜",1,6
"2201","台灣五凸節蜱",1,6
"2202","台灣五角硬皮板節蜱",1,9
"2203","台灣五脊沫蟬",1,6
"2204","台灣五脊節蜱",1,6
"2205","台灣五裂槭",3,5
"2206","台灣五葉松",3,5
"2207","台灣五葉參",1,5
"2208","台灣元裳蛾",1,5
"2209","台灣內溝蝸牛",1,6
"2210","台灣六點天蛾",2,6
"2211","台灣六鰓扁泥蟲",1,7
"2212","台灣内板珊瑚銹菌",2,8
"2213","台灣分舌蜂",1,5
"2214","台灣切方頭泥蜂",3,7
"2215","台灣切翅石蛾",1,6
"2216","台灣切葉蜂",2,5
"2217","台灣化香樹",1,5
"2218","台灣升麻",1,4
"2219","台灣及己",1,4
"2220","台灣反顎繭蜂",1,6
"2221","台灣天芹菜",1,5
"2222","台灣天南星",6,5
"2223","台灣天胡荽",2,5
"2224","台灣天蛾",2,4
"2225","台灣天幕枯葉蛾",1,7
"2226","台灣天螺",1,4
"2227","台灣孔弄蝶",2,5
"2228","台灣孔翅天牛",1,6
"2229","台灣孔雀苔",1,5
"2230","台灣孔蛛",1,4
"2231","台灣巴吿蛛",1,5
"2232","台灣巴格奇殼菌",1,7
"2233","台灣戈蠅",1,4
"2234","台灣手狀多輪廓孢菌",1,9
"2235","台灣文字衣",1,5
"2236","台灣文蛤",5,4
"2237","台灣日月蛤",1,5
"2238","台灣日旌介殼蟲",1,7
"2239","台灣日紫參",1,5
"2240","台灣月桃",1,4
"2241","台灣木白蟻",1,5
"2242","台灣木苔",1,4
"2243","台灣木通",1,4
"2244","台灣木斑蜂",1,5
"2245","台灣木斑蜂水社寮亞種",1,10
"2246","台灣木葉鴞",1,5
"2247","台灣木賊",13,4
"2248","台灣木層孔菌",1,6
"2249","台灣木蝨跳小蜂",1,7
"2250","台灣木藍",1,4
"2251","台灣木蠊",1,4
"2252","台灣木靈苔",1,5
"2253","台灣歹夜蛾",1,5
"2254","台灣比賴苔",1,5
"2255","台灣毛沙蜉金龜",2,7
"2256","台灣毛足透翅蛾",1,7
"2257","台灣毛肩長蝽",1,6
"2258","台灣毛扁蝽",1,5
"2259","台灣毛茛",3,4
"2260","台灣毛蚋",1,4
"2261","台灣毛馬陸",1,5
"2262","台灣毛楤木",1,5
"2263","台灣毛腿鼠耳蝠",2,7
"2264","台灣毛駝金龜",1,6
"2265","台灣毛蠓",1,4
"2266","台灣水玉杯",1,5
"2267","台灣水青岡",2,5
"2268","台灣水苦蕒",1,5
"2269","台灣水虻",1,4
"2270","台灣水韭",2,4
"2271","台灣水莞",5,4
"2272","台灣水鹿",1,4
"2273","台灣水雲",2,4
"2274","台灣水漥細牙蟲",1,7
"2275","台灣水龍",1,4
"2276","台灣水龍骨",5,5
"2277","台灣水藤",1,4
"2278","台灣水黴",2,4
"2279","台灣火刺木",5,5
"2280","台灣火苔",2,4
"2281","台灣火燒蘭",1,5
"2282","台灣片葉蘚",1,5
"2283","台灣牛皮消",5,5
"2284","台灣牛皮葉衣",1,6
"2285","台灣牛角苔",1,5
"2286","台灣牛角鍬形蟲",1,7
"2287","台灣牛膝",1,4
"2288","台灣牛彌菜",1,5
"2289","台灣凸眼天牛",1,6
"2290","台灣凹胸嗡蜣螂",1,7
"2291","台灣出頭蠅",1,5
"2292","台灣包蠅",1,4
"2293","台灣半掩耳螽",1,6
"2294","台灣半蒴苣苔",3,6
"2295","台灣半嚙蟲",2,5
"2296","台灣古蕈巢蛾",1,6
"2297","台灣叫姑魚",1,5
"2298","台灣右蛛",1,4
"2299","台灣四背脊節蜱",1,7
"2300","台灣四眼綠尺蛾",1,7
"2301","台灣四節泥蟲",1,6
"2302","台灣四節葉蜂",1,6
"2303","台灣四齒金龜",1,6
"2304","台灣四環蛭",1,5
"2305","台灣四額蟹",1,5
"2306","台灣奴草",3,4
"2307","台灣尼氏殼菌",1,6
"2308","台灣尼盲蛛",1,5
"2309","台灣尼蠓",1,4
"2310","台灣左旋芝麻蝸牛",1,8
"2311","台灣巧瓢蟲",1,5
"2312","台灣巨人蚌蝦",1,6
"2313","台灣巨山蟻",1,5
"2314","台灣巨股長蝽",1,6
"2315","台灣巨黑金龜",1,6
"2316","台灣巨額毛實蠅",1,7
"2317","台灣布勒拉孢菌",1,7
"2318","台灣平大蚊",1,5
"2319","台灣平丘盲蛛",1,6
"2320","台灣平盲蝽",1,5
"2321","台灣平苔",1,4
"2322","台灣平胸牙蟲",1,6
"2323","台灣平頜鱲",2,5
"2324","台灣玄灰蝶",2,5
"2325","台灣玄參",1,4
"2326","台灣玉米捲管螺",1,7
"2327","台灣玉黍螺",1,5
"2328","台灣玉葉金花",1,6
"2329","台灣玉蟹",1,4
"2330","台灣甘蔗金龜",1,6
"2331","台灣白及",7,4
"2332","台灣白木草",1,5
"2333","台灣白甲魚",2,5
"2334","台灣白灰蝶",2,5
"2335","台灣白果蠅",1,5
"2336","台灣白肩天蛾",1,6
"2337","台灣白花藤",3,5
"2338","台灣白星姬蜂",1,6
"2339","台灣白海豚",1,5
"2340","台灣白紋鳳蝶",2,6
"2341","台灣白匏子",2,5
"2342","台灣白帶粗腿天牛",1,8
"2343","台灣白條天牛",1,6
"2344","台灣白條金龜",1,6
"2345","台灣白條星斑天牛",1,8
"2346","台灣白魚",1,4
"2347","台灣白喉噪眉",3,6
"2348","台灣白蛺蝶",1,5
"2349","台灣白蝶",4,4
"2350","台灣白樹",2,4
"2351","台灣白薇",5,4
"2352","台灣白蟻",1,4
"2353","台灣皮竹節蟲",1,6
"2354","台灣皮金龜",1,5
"2355","台灣皮斯黴",1,5
"2356","台灣目賊芋",3,5
"2357","台灣矢竹",2,4
"2358","台灣矢尾天牛",1,6
"2359","台灣石耳",1,4
"2360","台灣石松",8,4
"2361","台灣石爬子",2,5
"2362","台灣石柑",1,4
"2363","台灣石斛",4,4
"2364","台灣石楠",4,4
"2365","台灣石鮒",3,4
"2366","台灣石櫟",3,4
"2367","台灣石蟹",1,4
"2368","台灣石",4,3
"2369","台灣禾葉蕨",2,5
"2370","台灣禾葉蘭",2,5
"2371","台灣穴子蕨",2,5
"2372","台灣立燈苔",1,5
"2373","台灣任氏仙藻",1,6
"2374","台灣仿刺鎧蝦",1,6
"2375","台灣光尺蛾",1,5
"2376","台灣光唇魚",4,5
"2377","台灣光姬蝽",1,5
"2378","台灣光殼煤菌",1,6
"2379","台灣光葉薔薇",3,6
"2380","台灣合葉子三孢銹菌",4,9
"2381","台灣吉遁蛛",1,5
"2382","台灣吊鐘花",1,5
"2383","台灣吊鐘姬蛛",1,6
"2384","台灣同形蜾蠃",1,6
"2385","台灣同蚖",1,4
"2386","台灣同蜾蠃",1,5
"2387","台灣同蠓",1,4
"2388","台灣后夜蛾",1,5
"2389","台灣后麗盲蝽",1,6
"2390","台灣回條蜂",1,5
"2391","台灣地老虎",1,5
"2392","台灣地芫青",1,5
"2393","台灣地蛛",1,4
"2394","台灣地楊梅",1,5
"2395","台灣地榆",3,4
"2396","台灣地蜥",1,4
"2397","台灣多毛石蛾",1,6
"2398","台灣多毛蠼螋",1,6
"2399","台灣多年臥孔菌",1,7
"2400","台灣多形棘頭蟲",1,7
"2401","台灣多枝苔",1,5
"2402","台灣多胞銹菌",1,6
"2403","台灣多精蟲囊菌",1,7
"2404","台灣多翼蛾",1,5
"2405","台灣安息香",3,5
"2406","台灣尖尾鐵線蟲",1,7
"2407","台灣尖突節蜱",1,6
"2408","台灣尖顎扁蟲",1,6
"2409","台灣尖鬚菊虎",1,6
"2410","台灣早熟禾",1,5
"2411","台灣旭刺蛾",1,5
"2412","台灣旭錦斑蛾",1,6
"2413","台灣曲柄苔",1,5
"2414","台灣曲軸蕨",2,5
"2415","台灣曲鉤姬蜂",1,6
"2416","台灣朱雀",3,4
"2417","台灣朴",1,3
"2418","台灣朴樹",1,4
"2419","台灣池大蚊",1,5
"2420","台灣污核衣",1,5
"2421","台灣灰木",2,4
"2422","台灣灰毛豆",5,5
"2423","台灣灰榧螺",1,5
"2424","台灣灰麝鼩",1,5
"2425","台灣百合",1,4
"2426","台灣竹粉介殼蟲",1,7
"2427","台灣竹節蘭",2,5
"2428","台灣竹雞",2,4
"2429","台灣米蝦",1,4
"2430","台灣米蘭達黴",1,6
"2431","台灣羊耳蒜",2,5
"2432","台灣羊茅",1,4
"2433","台灣羊桃",2,4
"2434","台灣羽仙藻",1,5
"2435","台灣羽枝苔",1,5
"2436","台灣羽蘚",1,4
"2437","台灣老葉兒樹",4,6
"2438","台灣耳蕨",3,4
"2439","台灣肉桂",4,4
"2440","台灣肉蠅",1,4
"2441","台灣肉蘭",2,4
"2442","台灣舌石娥",1,5
"2443","台灣舌唇蘭",2,5
"2444","台灣舌蕨",2,4
"2445","台灣艾納香",1,5
"2446","台灣虫昌螺",1,5
"2447","台灣血虻",1,4
"2448","台灣伯靈",4,4
"2449","台灣何首烏",1,5
"2450","台灣佛甲草",1,5
"2451","台灣佛杜恩甲蟎",1,7
"2452","台灣克羅蛛",1,5
"2453","台灣冷杉",2,4
"2454","台灣卵翅蛾",1,5
"2455","台灣卵猿金花蟲",1,7
"2456","台灣含笑",9,4
"2457","台灣吸汁果蠅",1,6
"2458","台灣吻鰕虎",1,5
"2459","台灣吻鰕虎魚",1,6
"2460","台灣妥奈江偽瓢蟲",1,8
"2461","台灣尾尺蛾",3,5
"2462","台灣尾花介",1,5
"2463","台灣尾螋",1,4
"2464","台灣折翅蠅",1,5
"2465","台灣折葉蠅",2,5
"2466","台灣旱招潮",2,5
"2467","台灣杉",3,3
"2468","台灣杉上節蜱",1,6
"2469","台灣杓蛤",1,4
"2470","台灣杜鵑",1,4
"2471","台灣杜鵑蛤",2,5
"2472","台灣杞李",6,4
"2473","台灣束長蝽",1,5
"2474","台灣束腰蟹",2,5
"2475","台灣步錨參",1,5
"2476","台灣沉香瘦天牛",1,7
"2477","台灣沖綏蟎",1,5
"2478","台灣牡丹藤",1,5
"2479","台灣禿大蚊",1,5
"2480","台灣肖楠",2,4
"2481","台灣芃眼蝶",1,5
"2482","台灣芋蘭",2,4
"2483","台灣芎窮",1,4
"2484","台灣芒萁",3,4
"2485","台灣角尺蛾",2,5
"2486","台灣角石蛾",2,5
"2487","台灣角杯珊瑚",1,6
"2488","台灣角金龜",2,5
"2489","台灣角珠闊額短柄泥蜂",1,10
"2490","台灣角胸蜉金龜",1,7
"2491","台灣角莖舟蛾",2,6
"2492","台灣角葫蘆鍬形蟲",1,8
"2493","台灣角瘤家蟻",1,6
"2494","台灣角齒苔",1,5
"2495","台灣角鯊",1,4
"2496","台灣角蘚",1,4
"2497","台灣豆金龜",1,5
"2498","台灣豆蝸牛",1,5
"2499","台灣豆龍蝨",1,5
"2500","台灣豆薊馬",1,5
"2501","台灣豆蘭",2,4
"2502","台灣赤松",1,4
"2503","台灣赤楊",2,4
"2504","台灣赤楊擬小卵孢黴",1,9
"2505","台灣赤楠",3,4
"2506","台灣赤楠星盾煤菌",1,8
"2507","台灣赤煉蛇",1,5
"2508","台灣赤葉蟎",1,5
"2509","台灣車前蕨",1,5
"2510","台灣乳白蟻",1,5
"2511","台灣乳豆",5,4
"2512","台灣乳嘴衣",1,5
"2513","台灣亞嚙蟲",1,5
"2514","台灣兩面複葉耳蕨",5,8
"2515","台灣具孔蟲囊菌",1,7
"2516","台灣刺皮菌",1,5
"2517","台灣刺皮節蜱",1,6
"2518","台灣刺角蟹",1,5
"2519","台灣刺翅天牛",1,6
"2520","台灣刺胸花天牛",1,7
"2521","台灣刺鼠",11,4
"2522","台灣刺實蠅",1,5
"2523","台灣刺劍水蚤",1,6
"2524","台灣刺蕊草",1,5
"2525","台灣刺鐘殼菌",1,6
"2526","台灣刺鬚虎天牛",1,7
"2527","台灣卑嚙蟲",2,5
"2528","台灣卷耳",1,4
"2529","台灣卷旋孢黴",1,6
"2530","台灣坦裳蛾",1,5
"2531","台灣垂耳尺蛾",3,6
"2532","台灣垃土蛛",1,5
"2533","台灣夜鷹",1,4
"2534","台灣奇胸紅螢",1,6
"2535","台灣奇樹蝽",1,5
"2536","台灣奇螽",1,4
"2537","台灣姑婆芋",8,5
"2538","台灣孟蠅",1,4
"2539","台灣孢頂附絲孢菌",1,8
"2540","台灣岩礁擬花螢",1,7
"2541","台灣岩螺",1,4
"2542","台灣帕劍紋夜蛾",1,7
"2543","台灣延齡草",1,5
"2544","台灣弧角蟬",1,5
"2545","台灣弧麗金龜",1,6
"2546","台灣念珠菌",2,5
"2547","台灣念珠藤",1,5
"2548","台灣披鹼草",1,5
"2549","台灣抱蛤",1,4
"2550","台灣拎樹藤",1,5
"2551","台灣招潮蟹",2,5
"2552","台灣斧螳",4,4
"2553","台灣明孢煤菌",1,6
"2554","台灣明痂銹菌",1,6
"2555","台灣明萼草",1,5
"2556","台灣杯首絛蟲",1,6
"2557","台灣東方黽蝽",1,6
"2558","台灣東洋蝸牛",1,6
"2559","台灣松口蜜環菌",1,7
"2560","台灣松口蘑",1,5
"2561","台灣松毛蟲",1,5
"2562","台灣松蚜",2,4
"2563","台灣松毬",1,4
"2564","台灣松雀鷹",2,5
"2565","台灣松藻",1,4
"2566","台灣松蘭",10,4
"2567","台灣松蘿",1,4
"2568","台灣松蘿苔",1,5
"2569","台灣枇杷",2,4
"2570","台灣林鴝",1,4
"2571","台灣林蠊",3,4
"2572","台灣果松",4,4
"2573","台灣果葉蜂",1,5
"2574","台灣果蟎",1,4
"2575","台灣枝大蚊",1,5
"2576","台灣歧脊沫蟬",1,6
"2577","台灣油杉",2,4
"2578","台灣油芒",2,4
"2579","台灣油點草",3,5
"2580","台灣沼蝦",1,4
"2581","台灣沼蟎",1,4
"2582","台灣泡桐",1,4
"2583","台灣波利亞蟎",1,6
"2584","台灣波夜蛾",2,5
"2585","台灣波浪蛤",1,5
"2586","台灣波紋帶鉤蛾",2,7
"2587","台灣波紋蛇目蝶",1,7
"2588","台灣波葉苔",1,5
"2589","台灣泥蟹",1,4
"2590","台灣爬盲蛛",1,5
"2591","台灣狐蝠",1,4
"2592","台灣狗母",1,4
"2593","台灣狗母魚",1,5
"2594","台灣狗舌草",3,5
"2595","台灣狗娃花",1,5
"2596","台灣狗脊蕨",7,5
"2597","台灣盲異蝽",1,5
"2598","台灣盲蛇蛉",1,5
"2599","台灣盲鰻",1,4
"2600","台灣直黃斑蜂",1,6
"2601","台灣肥角鍬形蟲",2,7
"2602","台灣肥螋",1,4
"2603","台灣肺形草",3,5
"2604","台灣芙樂蘭",1,5
"2605","台灣芝麻蝸牛",1,6
"2606","台灣芭蕉",3,4
"2607","台灣花仙螺",1,5
"2608","台灣花孢銹菌",2,6
"2609","台灣花頂孢黴",1,6
"2610","台灣花薊馬",1,5
"2611","台灣花螳",1,4
"2612","台灣花蠅",1,4
"2613","台灣花蘆蜂",1,5
"2614","台灣虎天牛",1,5
"2615","台灣虎甲蟲",1,5
"2616","台灣虎尾草",3,5
"2617","台灣虎翅蟬",1,5
"2618","台灣虎斑蟹蛛",1,6
"2619","台灣虎頭蜂",1,5
"2620","台灣表孔珊瑚",1,6
"2621","台灣近刺盲蛛",1,6
"2622","台灣近管蛛",1,5
"2623","台灣近齒盲蛛",2,6
"2624","台灣金毛猿金花蟲",1,8
"2625","台灣金狗毛蕨",2,6
"2626","台灣金星尺蛾",1,6
"2627","台灣金釵蘭",1,5
"2628","台灣金絲桃",1,5
"2629","台灣金線蓮",1,5
"2630","台灣金蓮花",1,5
"2631","台灣長小蠹",1,5
"2632","台灣長耳蝠",1,5
"2633","台灣長尾水青蛾",2,7
"2634","台灣長尾姬蜂",1,6
"2635","台灣長尾蛛",1,5
"2636","台灣長尾鼩",2,5
"2637","台灣長尾麝鼩",1,6
"2638","台灣長肛竹節蟲",1,7
"2639","台灣長角胡斑天牛",1,8
"2640","台灣長角細天牛",1,7
"2641","台灣長角短翅天牛",1,8
"2642","台灣長角實蠅",1,6
"2643","台灣長足虻",1,5
"2644","台灣長足條蜂",1,6
"2645","台灣長刺葉蚤",1,6
"2646","台灣長孢小花口殼菌",1,9
"2647","台灣長肢石蛾",1,6
"2648","台灣長疣蛛",1,5
"2649","台灣長翅花甲",2,6
"2650","台灣長脛蜉金龜",3,7
"2651","台灣長絨毛金龜",1,7
"2652","台灣長節牙蟲",1,6
"2653","台灣長腳金龜",1,6
"2654","台灣長腳蛛",2,5
"2655","台灣長腹土蜂",1,6
"2656","台灣長腹胡蜂",1,6
"2657","台灣長蝸牛",1,5
"2658","台灣長頭散白蟻",1,7
"2659","台灣長頸虎甲蟲",1,7
"2660","台灣長擬步行蟲",1,7
"2661","台灣長臂金龜",1,6
"2662","台灣長鬃山羊",1,6
"2663","台灣長鬚金龜",1,6
"2664","台灣長鬚胡麻斑天牛",1,9
"2665","台灣長鬚細天牛",1,7
"2666","台灣長鬚蜂",1,5
"2667","台灣阿扁葉蜂",1,6
"2668","台灣阿蠓",1,4
"2669","台灣附地草",2,5
"2670","台灣青山蝸牛",2,6
"2671","台灣青木香",6,5
"2672","台灣青芋",2,4
"2673","台灣青苔",1,4
"2674","台灣青條鳳蝶",1,6
"2675","台灣青莢葉",4,5
"2676","台灣青斑蝶",2,5
"2677","台灣青銅金龜",1,6
"2678","台灣青龍蜈蚣",1,6
"2679","台灣青黴",1,4
"2680","台灣亮大蚊",1,5
"2681","台灣亮毛蕨",4,5
"2682","台灣俏擬步行蟲",1,7
"2683","台灣冠果草",13,5
"2684","台灣冠果蠅",1,5
"2685","台灣剌擬步行蟲",1,7
"2686","台灣前肛鰻",1,5
"2687","台灣前直峰節蜱屬",1,8
"2688","台灣前胡",1,4
"2689","台灣南毛介",1,5
"2690","台灣南牛肝菌",1,6
"2691","台灣南海溪蟹",1,6
"2692","台灣厚角苔",5,5
"2693","台灣厚盲蝽",1,5
"2694","台灣厚距花",1,5
"2695","台灣厚蟹",1,4
"2696","台灣威擬蠍",2,5
"2697","台灣帥蛺蝶",2,5
"2698","台灣弭尺蛾",1,5
"2699","台灣後眉尺蛾",1,6
"2700","台灣後海螯蝦",1,6
"2701","台灣後紋圓微小天牛",1,9
"2702","台灣急流蟎",1,5
"2703","台灣扁柏",1,4
"2704","台灣扁蚜",3,4
"2705","台灣扁帶管蝸牛",1,7
"2706","台灣扁蛇鰻",1,5
"2707","台灣扁棉苔",1,5
"2708","台灣扁絨螯蟹",1,6
"2709","台灣扁鍬形蟲",7,6
"2710","台灣扁鯊",1,4
"2711","台灣扁艷擬步行蟲",1,8
"2712","台灣指形軟珊瑚",1,7
"2713","台灣指角蚜",1,5
"2714","台灣挑戰者食蟲虻",1,8
"2715","台灣星三線蝶",1,6
"2716","台灣星弄蝶",1,5
"2717","台灣星盾煤菌",1,6
"2718","台灣星衫魚",1,5
"2719","台灣枯葉蛾",2,5
"2720","台灣柄孢殼菌",1,6
"2721","台灣柄銹菌",1,5
"2722","台灣柯",3,3
"2723","台灣柯麗白蘭",2,6
"2724","台灣柱隔孢菌",2,6
"2725","台灣柳葉菜",1,5
"2726","台灣歪水蚤",1,5
"2727","台灣歪簾蛤",1,5
"2728","台灣洒灰蝶",2,5
"2729","台灣流星弄蝶",2,6
"2730","台灣炭皮菌",1,5
"2731","台灣炭角菌",1,5
"2732","台灣炭豆菌",1,5
"2733","台灣炭疽刺盤孢菌",1,8
"2734","台灣珊虱",1,4
"2735","台灣珊瑚蝦",1,5
"2736","台灣珍珠菜",6,5
"2737","台灣疣孔衣",1,5
"2738","台灣疣絲孢菌",1,6
"2739","台灣相思樹黑煤菌",1,8
"2740","台灣盾介殼蟲",2,6
"2741","台灣盾蛭",1,4
"2742","台灣盾蜾蠃",1,5
"2743","台灣盾蝸牛",1,5
"2744","台灣砂蝸牛",1,5
"2745","台灣砂灘蟋蟀",1,6
"2746","台灣秋白尺蛾",1,6
"2747","台灣秋海棠",1,5
"2748","台灣秋唯夜蛾",2,6
"2749","台灣突束椿象",1,6
"2750","台灣突角長蝽",1,6
"2751","台灣突眼天牛",1,6
"2752","台灣突額蠅",2,5
"2753","台灣籼弄蝶",9,5
"2754","台灣紅小灰蝶",1,6
"2755","台灣紅灰蝶",2,5
"2756","台灣紅豆杉",7,5
"2757","台灣紅豆樹",1,5
"2758","台灣紅孢牛肝菌",1,7
"2759","台灣紅門蘭",4,5
"2760","台灣紅珊瑚",1,5
"2761","台灣紅娘華",1,5
"2762","台灣紅翅花天牛",1,7
"2763","台灣紅翅細頸天牛",1,8
"2764","台灣紅斑天牛",1,6
"2765","台灣紅絨毛金龜",1,7
"2766","台灣紅腳青天牛",1,7
"2767","台灣紅腳藍天牛",1,7
"2768","台灣紅榨楓",2,5
"2769","台灣紅榨槭",2,5
